old_id,title,created_at,updated_at,contact_old_id,in_market_date,start_date,stage_id,type_id,classification_id,is_new_to_the_world,is_frozen,consumer_opportunity_id,moment_of_consumption_id,business_driver_id,portfolio_profile_id,entity_old_id,category,is_multi_brand,is_replacing_existing_product,replacing_product,is_in_prisma,why_invest_in_this_innovation,unique_experience,story,uniqueness,consumer_insight,early_adopter_persona,source_of_business,universal_key_information_1,universal_key_information_2,universal_key_information_3,universal_key_information_4,universal_key_information_5,pot_picture_1,pot_picture_2,pot_legend_1,pot_legend_2,key_learning_so_far,next_steps,growth_model,is_earning_any_money_yet,plan_to_make_money,markets,beautyshot_picture,packshot_picture,additional_pictures,video_url,video_password,ibp_url,mybrands_url,press_url,is_needing_financial_update,is_active,brand_old_id,financial_graph_picture
112566,"ROYAL SALUTE 21YO - THE POLO COLLECTION - THE SNOW POLO EDITION (YEAR 3)",2018-05-29,2018-10-16,1186,2019-10-31,2018-05-29,2,3,2,0,0,3,3,2,1,72,"Scotch Whisky",0,0,,0,"This new edition propels Royal Salute's standing in polo and the luxury lifestyle it accompanies, injecting contemporaneity into the brand and recruiting new consumers.",,"The Polo Edition has been shaking the codes since its launch, attracting luxury spirit drinkers to the brand. To build on this bold and daring approach, we will create a blended grain whisky inspired by the world of Snow Polo held in luxury ski resorts. Transporting you to the majestic snow capped mountains surrounding the tournament, the special strength blend is crafted to be enjoyed best over fresh ice to release the depth of flavours.",,"New luxury spirit consumers are seeking authentic brand stories and innovative liquid concepts.",,"Under evaluation",,,,,,,,,,,,fast_growth,0,,[],5bc49dedeb1df_0.jpg,,[],,,,,,0,1,33465,
117116,"ROYAL SALUTE 21YO BLENDED MALT",2018-06-05,2018-10-16,1185,2019-06-01,2018-02-01,2,1,2,0,0,3,3,2,1,72,"Scotch Whisky",0,1,"Royal Salute 21YO Emerald Flagon",0,"This innovation is one of the main pillars to support Royal Salute's ambition to reestablish its position as the King Of Whisky. We will offer a new whisky experience, quenching our consumers thirst to explore new and differentiated tastes with this Blended Malt Scotch Whisky and will recruit beyond status seekers also craft seekers into the brand. ",,"It's the first Blended Malt Scotch Whisky from Royal Salute. Blended with more than 21 precious single malts, each maturing to the Royal Salute standard - a minimum of 21 years. The result is an indulgent and profound whisky bursting with orchard fruits and enriched by subtle spices. The new Blended Malt will allow us to recruit consumers out of the growing single malts trend.",,"This trend is answering to the growing demand within the single malts category. It's the first RS Blended Malt, and certainly one of the only ones aged at minimum of 21 years..",,"Recruit from Macallan and Johnny Walker Blue",,,,,,,,,,,,fast_growth,0,,[],5b1fc346a9f71_0.png,,[],,,,,,1,1,33465,
117123,"ROYAL SALUTE 21YO THE LOST BLEND",2018-06-05,2018-10-16,1185,2019-06-01,2018-02-01,2,1,2,0,0,3,3,2,1,72,"Scotch Whisky",0,0,,0,"This innovation is one of the main pillars to support Royal Salute's ambition to reestablish its position as the King Of Whisky. We will offer a new whisky experience, quenching our consumers thirst to explore new and differentiated tastes with this Blend from Lost Distilleries and will recruit beyond status seekers also craft seekers into the brand. ",,"The 21YO Lost Scotch Whisky was meticulously blended with a selection of scarce whiskies from lost distilleries. This irreplaceable blend features the now gone Imperial distillery at its heart . Named in honour of the British Monarchy, and created the same year as Queen Victoria’s Diamond Jubilee in 1897, the distillery was topped with a gilded cast iron crown to celebrate this momentous event. A blend that was lost for long, but destined for Royal Salute. ",,"Extending Royal Salutes consumer profile from status seekers to craft seekers, by offering a wider whisky experience.",,"Johnny Walker Blue (Line priced in GTR)",,,,,,,,,,,,fast_growth,0,,[],5b1fc321dd892_0.png,,[],,,,,,1,1,33465,
67506,"ROYAL SALUTE 23YO",2017-05-16,2018-10-16,311,2018-01-01,2017-01-08,4,3,2,0,0,1,3,2,1,72,"Scotch Whisky",0,1,"Royal Salute Master Blender Selection",0,"NPD will generate a CM of €1.6m with 2k 9lcs in Y1.Expected CM of €7.4m with 9k 9lcs over three years. ",,"Presented in a distinctive royal purple porcelain flagon, this treasured whisky is inspired by the imperial purple of both the British and Chinese monarchies. This exceptional blend is an exclusive tribute to the natural beauty of Formosa Island, bringing an oriental twist to the grand velvety flavours of the Royal Salute blend. It is crafted with the finest hand selected whiskies that have patiently matured for at least 23 years. ","Reassert leadership position in Taiwan by launching RS 23yo exclusively in Taiwan to rejuvenate brand image, targeting 2nd generation consumers through advertising, a PR launch event, visibility and serving rituals in VIP rooms of Modern On Trade","I want to be admired for the choices I make and unforgettable ‘moments’ that I share.",,"Johnnie Walker Blue","neat or in a serving ritual","Taiwan exclusive","index 130 to RS21","J W Blue","Inspired by natural beauty of Taiwan",5b1155f4ed1e1_0.jpg,5b11578cb98b7_0.jpg,,,"Great to have launched this new blend in such a short time frame (6m)=> great collaboration between Brand and Market Cos. The pack design will evolve to match restage and express the trade up vs 21yo","Design up grade happening and to be implemented in the next production run",fast_growth,0,,"[""TW""]",5b18f3e90fa02_0.png,5b18f34558726_0.png,"[""5a797d6c222cf_0.png"",""5b1f90705c8d2_0.jpg""]",,,,,,0,1,33465,5b4c846e8d0aa_0.png
68325,"ROYAL SALUTE 25YO",2017-05-17,2018-10-16,1185,2019-06-01,2017-05-28,2,3,2,0,0,1,3,2,1,72,"Scotch Whisky",0,1,"Royal Salute Diamond Tribute",0,"The Introduction of the Royal Salute 25YO Signature Blend as a GTR exclusive will be a key infliction point for the brand. Offering an elevated proposition versus the 21YO Signature Blend, we'll be able to trade up consumers. Every single purchase of the 25YO vs. the 21YO will  create value in GTR through a higher CM/case. Additionally, the channel exclusivity will avoid price comparison to local markets. ",,"Reassert our position as the King of Whisky in GTR by launching this 25YO exclusively with the GTR Channel. With every whisky in our blend maturing a minimum a quarter of a century it adds layers of flavour, character and depth, targeting both Royal Salute consumers (trade-up frin 21YO) and competitor prestige drinkers. Precious like a gem it will be the showstopper within GTR.","Invite Royal Salute consumer to trade up within the range and gain fair share of the RSp 500 USD / bottle opportunity","I want to to be able to show the ultimate respect and be appreciated for the choice of gift I made. ",,"Trade Up from Royal Salute 21YO and competitor brands - Macallan, Johnnie Walker, Cognac Brands",,,,,,,,,,,,fast_growth,0,,[],5b1fc7983c3c7_0.png,,[],,,,,,0,1,33465,5a1bf90bb258a_0.png
36648,"ROYAL SALUTE 32 YEARS OLD",2016-07-01,2018-10-16,311,2016-09-01,2015-10-01,5,3,2,0,0,1,3,2,1,72,"Scotch Whisky",0,1,"Royal Salute 38yo in GTR",1,"Increase allocation of scarce 38yo in domestic markets where CM / 9L is 70% more profitable than in GTR. GTR remains a key strategic channel for Royal Salute representing two third of our volume and half of our total CM. As a result, we are now offering GTR a 32yo blend in a 50cl flagon at the RSP of 38yo which will unleash the potential in domestic markets who will in turn be able to 1/ increase the RSP of 38yo to Macallan 25yo, 2/ increase vol.",,"Combining timeless tradition with contemporary understanding, Royal Salute introduces 32 Years Old Union of the Crowns - a subtle showcase of the blender’s art and time’s craftsmanship. 
Our master blender has carefully chosen the best from the finest and most aged of Royal Salutes's collection, all matured for at least 32 Years old. 
","A unique aged proposition consistent with Royal Salute DNA, and respecting our key stories: time, craftsmanship. paying tribute to British culture as the products celebrates the creation of the British Monarchy.","’I want to show I have made a success of my life. The choices I make are a measure of my success and how I will be judged by others. I rely on luxury codes to help me navigate through life and ensure that what I choose will be recognized as the best.",,"Gifting opportunity in GTR channel competing against Johnnie Walker King George the V",Neat,"GTR exclusive","index 110 to Macallan 25yo","King George V",N/A,5b18e8291de64_0.jpg,5b18e7c8d870b_0.jpg,,,"Activating RS32yo benefits RS master brand. we need to continue activation to maintain positive momentum, especially on such an extraordinary product with plenty to tell our consumers","GTR will increase the RSP from $380 to $399/50cl",fast_growth,0,,"[""DF4""]",5751af87a757b_0.jpg,5a1bfbe05d75e_0.png,"[""58cac07cd762f_0.jpg"",""5a1bfc5b333a6_0.png""]",https://royalsalute-brandcloud.pernod-ricard.com/files/asset/item250912/,,"https://mybrands.pernod-ricard.com/royal-salute/articles/royal-salute-32-yo-union-crowns-toolkit?product=9065 ",https://mybrands.pernod-ricard.com/royal-salute/royal-salute-32-years-old,,0,1,33465,5b4c854785dd9_0.png
62666,"ROYAL SALUTE THE AGE COLLECTION",2017-03-21,2018-10-16,1317,2016-01-05,2015-10-15,4,3,2,0,0,1,3,2,1,72,"Scotch Whisky",0,0,,0,"Tap into HNWI's growing demand for exclusive and collectable edition- Confirm Royal Salute position as the leader on the Ultra-prestige segment vs Johnny Walker Blue. Deliver €0.5mCM per collection",,"To mark Queen Elizabeth II becoming the longest reigning monarch and reaching her Blue Sapphire Jubilee, Royal Salute has created one of the most precious whisky collections in the world. The collection which has been developed by Royal Salute’s Master Blender Sandy Hyslop, boasts over 380 years of whisky housed in the set of 10 stunning crystal decanters; containing the rarest and most coveted whisky from the Royal Salute Vault. The collection starts at 25YO, and spans 30 years through to an astonishing 55year old whisky,","Royal Salute The Age Collection is the most prized collection of the world’s finest aged whiskies, a beautifully hand-crafted whisky collection with unprecedented expertise and hand-filled by Royal Salute’ Master Blender. A collection of true rarity.","Exclusive and prestigious items strongly appeal to me. I want to be admired for  my appreciation of good quality, which is a key indicator of my success. It enables me to share remarkable moments with my friends.",,"Top of the range one-off collectible items and aged whisky collection aimed for whisky aficionados.",neat,"Luxury retailers / GTR","$65,000","Dalmore Constellation","25-55yo blended Scotch Whisky",5a37ef81f26a1_0.png,5b1f9206cab5e_0.png,,,"the set should be sold at a much higher price as some competitors offer 1 bottle of 50yo whisky at $30k. we have 10 bottles aged 25 to 55yo for only $65k. the next edition will be revisited to factor this.","A High End Collection Strategy is currently under construction to be presented in Oct 2018",fast_growth,0,,[],5b1f9448ee615_0.png,5a37ef79d7ade_0.png,"[""5b1f963d5a2a2_0.png""]",,,https://mybrands.pernod-ricard.com/royal-salute/activations/final-november-17-age-collection-ii?product=10219https://mybrands.pernod-ricard.com/royal-salute/activations/final-november-17-age-collection-ii,"https://royalsalute-brandcloud.pernod-ricard.com/files/search/?tab=files#/?rows=24&q=&sort=deprioritise_i desc,creationDate desc&fq={!tag=type}root_type:files&fq=facet_public_collections_multi_s:The Age Collection_Royal Salute",,0,1,33465,
36615,"ROYAL SALUTE THE ETERNAL RESERVE",2016-07-01,2018-10-16,311,2015-08-01,2014-01-01,7,3,2,0,0,8,,,1,72,"Scotch Whisky",0,0,,0,,,"Inspired by nature’s ever lasting cycles, Royal Salute has created an original blending process – Circular Blending™.
88 rare and precious casks were first selected to create the heart of the blend.
By keeping part of these precious whiskies forever at the heart of every bottle,
we are building the infinite lineage of this exceptional blend.
A timeless whisky with infinite taste. 
","Royal Salute The Eternal Reserve will complete the Royal Salute Core Range, bringing contemporary relevance and energy to the brand and targeting HNWI travelers around the world. ","Neo-Aristocrats are defined by their taste for infinity— past, present and future. In a world of transient everything,excellence is what transcends time and lasts forever. They long for the eternal:",,"Sustainably compete with Johnnie Walker Blue at a similar price point(in most of World Travel Retail markets, (Royal Salute 21 Year Old price is too low for direct competition with Johnnie Walker Blue).",,,,,,,,,,,,fast_growth,0,,"[""DF1"",""DF4"",""DF2""]",5a37f03fd6fb9_0.png,5a1c121395177_0.png,"[""5a1c11cd67cbe_0.png"",""5a1c12491f213_0.png""]",,,,,,0,1,33465,5a563df9b2a7f_0.png
59899,"ROYAL SALUTE THE FLASK COLLECTION",2016-11-25,2018-10-16,1186,2016-10-01,2015-09-08,5,3,2,0,0,1,3,2,1,72,"Scotch Whisky",0,0,,0,"each new edition will generate a minimum of €0.5m CM",,"The ‘King of Whisky’, Royal Salute is launching the latest in its annual Flask collection, the Royal Salute 28 Year Old Kew Palace Edition. The must-have accessory for High Net Worth Individuals always on the move, it has been inspired by Kew Palace and its magnificent kitchen garden. For the very first time, this exceptional whisky has been developed by Royal Salute’s Master Blender in collaboration with star nose and olfactory expert, Barnabe Fillion. ","A disruptive take on British drinking traditions, the new Flask Collection Kew Palace Edition is the perfect companion for whisky aficionados on-the-move ","“I want to be admired for the choices I make. Using this modern and stylish flask when on-the-go and at prestigious outdoor events demonstrates my jet-set life while elevating the moment”.","30 - 45 year old, live a cultured life and inspire others through their artistic appreciation and philanthropic ideologies","Targeting HNWI always on the move. They don’t want corporate nor industrial … They want to differentiate themselves. THEY WANT UNIQUENESS. They demand the perfect product where SUSTAINABILITY is inherent to quality. ","Drink from the flask when on the move","luxury retailers / GTR",$790,"John Walker & Sons Private Collection","inspired by Kew Palace and its garden",5b18eae974ec6_0.jpg,5b1152ca74572_0.jpg,"Vol FY18 +80% v FY17",,"Market Co asking for the edition to remain limited to maintain the appeal for Le Cercle network","29 YO Pedro Ximenez Cask Flask Edition FY19. To pay homage to the official visit of the Queen Elisabeth II in Spain, RS Master Blender created a 29 YO Pedro Ximenez cask finish.",fast_growth,0,,"[""GB"",""MY"",""CN"",""KR"",""TW"",""LK"",""AE"",""IN"",""DF4""]",5b11523996090_0.jpg,5a205bc8f0c13_0.png,"[""5a205ca72dc0d_0.png"",""5a205d2385b8e_0.png"",""5a205d5ac7a00_0.png"",""5a205d914769b_0.png"",""5a205d9e83a92_0.png"",""5a205dd267a0b.jpg"",""5a205e814a9a2_0.png""]",https://mybrands.pernod-ricard.com/royal-salute/activations/28yo-flask-edition-fy18,,,,,0,1,33465,5b1a42ae47739_0.png
66575,"ROYAL SOUR APPLE SALMIAC LIQUEUR",2017-05-15,2018-10-16,401,2017-07-05,2016-10-02,5,3,2,0,0,2,4,1,1,86,Liqueurs,0,0,,0,"Finns love salmiac (salty liquorice) and everything made of it. Salmiac liquorice category is pretty big in Finland but new sub flavours needed. Sour Apple combine with salmiac reminds of candy and tastes very good. Perfect shot at student parties!",,"Roayl Salmiac brand is already well known among Finnish consumers. Royal Salmiac original has got new flavoured product by it's side and they have been liked. Young consumers want's more exciting new products what to try together. Salmiac and sour apple are tastes what everyone knows as such but new flavour combination together. How come this haven't been innovated before already!?",,"Party bottle before actual bar/clubbing. Good taste, reasonable price and light to carry along when outdoor events. Best when shared with friends.",,,shot,"Finnish off-trade",100,"Other liqueurs",,,,,,,"New flavours to be considered.  ",fast_growth,0,,"[""FI""]",5919b80444163_0.jpg,,[],,,,,,0,1,92656,5b17d51ba0f56_0.png
121023,"ROYAL STAG - EXCL INDIA",2018-07-25,2018-10-16,502,1970-01-01,2018-07-25,5,3,2,0,0,0,,1,5,88,"Non-Scotch Whisky",0,0,,1,,,,,,,,,,,,,,,,,,,fast_growth,0,,[],5b5847e3600b6_0.jpg,5b584737da25e_0.png,[],,,,,,1,1,33531,
36630,"ROYAL STAG BARREL SELECT",2016-07-01,2018-10-16,352,2011-12-01,2010-01-12,8,3,2,0,0,8,6,1,1,88,"Non-Scotch Whisky",0,0,,0,"Royal Stag Barrel Select’s aim was to create a new price point between the deluxe  and premium admix segment to enable faster consumer upgrades, enhance product life cycle and improve business margin by improving contribution and thus overall profitability of the master brand.It also help to reduce top end erosion of RS to competition brands",,"Royal Stag Barrel Select is the upward extension of Royal Stag created to capture the white space between deluxe and premium admix segments. It is a premium offering for the discerning consumer who seeks an evolved taste.

Select Scotch Malts, sourced from distilleries in Scotland, predominantly matured in American oak barrels and crafted using a “Solera” process are blended with the finest Indian spirits to produce the exquisite taste of Royal Stag Barrel Select.  Barrel Select isn’t merely excellent.  It’s perfect.
","Slightly spicy whisky matured in selected American oak barrels and crafted using solera process for a very smoothly taste.","""I want an exclusive whisky blended with Indian spirits to give slightly spicy and unique flavour""",,"The source of business come from upgrade from Royal Stag,shift from competition","Perfect Partner for each celebrations","Off-trade,MOT,Social Clubs,EOT","120 Vs mother Brand","Royal Challenge","Sweet, slight smoky, vanilla, very slight spicy ",5a251f7a5332d_0.jpg,5a25202f2774f_0.jpg,,,"In last FY(16/17) brand has grown by 64% and in the current year the brand is growing at 20%.+2.0 points in crease in Royal Stag Barrel Select salience of master brand   (from  2.2% to 4.2%) in last 18 months","Consolidate on initial gains and become a significant player at new price point created by the brand through consistent brand activation ",fast_growth,0,,"[""AE"",""IN""]",5a26319aae413_0.jpg,5a263169c6934_0.png,"[""5a2632c78a9c8_0.jpg"",""5a2632d30b510_0.jpg""]",,,,https://mybrands.pernod-ricard.com/royal-stag/articles/royal-stag-barrel-select-brand-manual,,0,1,33531,5b0e64330b360_0.png
72346,"RSRV E-COMMERCE PLATFORM",2017-05-23,2018-10-16,1336,2016-10-19,2015-09-01,4,2,2,0,0,4,,,1,79,"Intl Champagne",0,0,,0,,,,"RSRV is Mumm's new ultra premium range of 4 Grands Crus cuvées crafted by Chef de Caves Didier Mariotti, exclusively available in selective ontrade clients and and online, on a dedicated B2C E-commerce platform accessible via via a private URL system","Champagne consumers, lovers and connoisseurs looking for AUTHENTICITY, EXCLUSIVENESS and MEANINGFUL products with a strong and legitimate story telling.",,"Ultra premium champagne segment  (50 to 100€/bottle) - Competition : Ruinart, Bollinger, Roederer, Billecart Salmon. ",,,,,,,,,,,,fast_growth,0,,"[""FR""]",5924304a0edf6_0.png,,"[""5924306218645_0.png"",""5924306faf8e4_0.png"",""5924307a7118d_0.png"",""59243082cf79d_0.png"",""5924308d35809_0.png""]",,,,https://mybrands.pernod-ricard.com/ghmumm/activations/nov-17-ibp-final-rsrv-range-update?product=11543,,0,1,33462,
36479,"RUAVIEJA RANGE EXTENSION",2016-07-01,2018-10-16,382,2016-11-01,2015-09-01,4,3,2,0,0,5,4,4,1,85,Liqueurs,0,0,,0,"It broadens Pernod Ricard Spain portfolio in the most dinamic category and segment: the aperitif ",,"Ruavieja is the leader in after lunch liqueurs with a range of 6 products. Five of them are targeting men, and only one has a focus in women. Given the increasing importance of women in spirits consumption and the rise of low & mid energy occassion, it is an opportunity to create a product specifically for women. 
Two new flavors are being developed, based on two trends which are important for women: wellness and indulgence. The new Ruavieja flavors will offer female consumers a sophisticated product proposal to drink after meals with and exquisit flavor.","Ruavieja Tea with ginger is exploring new exotic territories within a traditional category in Spain. The innovation brings a hint of coolness and a new approach to younger and feminine target and also explores new consumption occasions. ","“I love to explore new things in life. Being with my friends, it is always a great moment to share our discoveries, to disconnect and be ourselves.” ",,"Liquors sector is growing into the Spanish market responding with targeted products to specific segments of the population. Main competitors: Fruit and nut-flavored liquors ","Mixed with ginger beer","Restaurants and low energy bars ",100,aperol,N/A,,,,,"Brand education is key for client acceptance. It is key for the product success to work within the portfolio context. ","Brand and product education in order to make people understand and know the product benefits",slow_build,0,,"[""ES""]",5b0d4dc6879b8_0.png,5b0d537729764_0.png,"[""5b0d4f43b4ca5_0.png""]",,,,,,0,1,33532,5b0d520c58be7_0.png
81076,"RUM AND FEVER TREE",2017-11-24,2018-10-16,397,1970-01-01,2017-07-02,2,2,2,0,1,3,,,1,74,Rum,0,0,,0,,,,,,,,,,,,,,,,,,,fast_growth,0,,[],5a185a746c615_0.jpg,,[],,,,,,1,1,33457,5a1bf93cafc29_0.png
36449,"SAINT HUGO VETUS PURUM",2016-07-01,2018-10-16,438,2014-01-01,2012-01-05,8,3,2,0,0,0,,,1,81,,0,0,,0,,,"The goal was to develop a premium vertical line extension for Saint Hugo, in order to build the ultra-premium credentials of St Hugo (very exclusive brand); but also, access the fine wine opportunity (with China focus). 

""VETUS"" refers to the 200 million year old soils of the Barossa Valley, while ""PURUM"" highlights the terroir of Coonawarra, which is cooled by Antartics winds. Only the finest fruit from ancient and pure terroir are selected.


",,,,,,,,,,,,,,,,fast_growth,0,,"[""CN"",""AU"",""DF1"",""DF2"",""DF3"",""DF4""]",213b5a60df337262ffde1f0604198ed2f7b84550_0.jpg,,[],,,,,,0,1,33545,5a20e95060478_0.png
36435,"SCAPA GLANSA",2016-07-01,2018-10-16,725,2016-09-15,2014-08-04,5,3,2,0,0,1,3,2,5,72,"Scotch Whisky",0,0,,1,,,"Scapa Glansa – Old Norse for shinning storm laden skies - is a celebration of contrasts inspired by the sanctuary of our distillery on Scapa Flow and the storm laden skies and seas that often surround it. Taking our signature smooth honey single malt, which is aged in American oak, this expression is then rested in peated casks creating richness and depth, giving way to a subtle smoky finish.
","Given the growth in the Single Malt category, we have identified the opportunity to scale up Scapa Brand and target the Malt adventurer consumer segment specifically. The introduction of Scapa Glansa will help reach a wider audience.","I want to discover more elusive brands and new and unexpected taste experiences that I can share with my peers.",,"Key competitors such as Talisker and Lagavulin as well as Single Malt adventurers from the overall category.","Neat or with an ice sphere","Low energy bars","105 vs. Skiren","Talisker Storm",,,,,,,,slow_build,0,,"[""BE"",""JP"",""GB"",""FR"",""NL"",""CH"",""CA"",""DK"",""DE"",""US"",""TR"",""AU"",""DF1"",""DF2"",""DF3"",""DF4""]",58cac196dc485_0.jpg,5a1ee35fa3bfd_0.jpg,[],,,,,,0,1,33533,5b194bcad68e4.png
36395,"SCAPA SKIREN ",2016-07-01,2018-10-16,725,2015-09-01,2014-08-04,5,3,2,0,0,8,3,2,5,72,"Scotch Whisky",0,0,,1,,,"Scapa Skiren is an artisanal single malt forged by the elements of Orkney; a remote island of natural contrasts. Crafted by a small team of 6 dedicated artisans at the manually operated Scapa distillery. Scapa - old Norse for ‘boat’ - proudly bears the symbol of the Orkney Yole, a traditional sea-faring fishing boat as its signifier. Skiren - Old Norse for glittering bright skies - is reminiscent of the summer Orcadian skies, with delicate scented floral flavours and a long refreshing sweet finish. Exclusive aged in First Fill American Oak casks creating a smooth & sweet taste, unexpected for an Island Single Malt.","Scapa has a truly unique flavour profile for an island malt. It is crafted on the Orkney Islands at one of the last remaining manually operated distilleries in Scotland. This creates strong interest and a unique consumer appeal.","I want to discover more elusive brands and new and unexpected taste experiences that I can share with my peers.",,"Business will come from competitors such as Talisker and Lagavulin as well as from the wider category and our consumer target of the Single Malt Adventurers",,,,,,,,,,,,slow_build,0,,"[""FR"",""US"",""CA"",""TW"",""GB"",""DF1"",""DF2"",""DF3"",""DF4""]",57d2d72597e77_0.jpg,,[],,,,,,0,1,33533,5b194c3f5314d.png
120054,"SEAGRAM IMPERIAL BLUE",2018-07-16,2018-10-16,502,2018-07-01,2018-10-16,5,3,2,0,0,8,,1,2,88,"Non-Scotch Whisky",0,0,,1,,,,,,,,,,,,,,,,,,,fast_growth,0,,[],5b4c65fd71f11_0.jpg,5b4c660d301f1_0.jpg,[],,,,,,1,1,33468,
36651,"SEAGRAM'S MELON TWISTED GIN ",2016-07-01,2018-10-16,746,2014-09-01,2013-09-02,5,3,2,0,0,3,,,5,93,Gin,0,0,,0,,,"Seagram’s Gin launched its latest addition to the Seagram’s Twisted Gin family, Seagram’s Melon Twisted Gin, in September 2014. Seagram’s Melon Twisted Gin is a delicious blend of Seagram’s Extra Dry Gin with sweet Honeydew and Cantaloupe flavors. Seagram’s Gin is the only brand that offers a selection of flavored gins and currently has the following flavors available in the United States: Lime, Pineapple, Peach, Red Berry, Apple and Grape. ",,,,,,,,,,,,,,,,fast_growth,0,,"[""US""]",4cfcad60edd99f98c661ff1d1302d458be60dfcb_0.jpg,,[],,,,,,1,1,33468,5a5caa60ae719_0.png
36485,"SHARING VALUE : DEVELOPING RURAL COMMUNITIES",2016-07-01,2018-10-16,318,2017-02-01,2014-12-01,7,2,2,1,0,6,,,1,75,Other,0,0,,0,,,"Through the production and commercialization of mezcal and agave, Oaxaca's main economical development motor, we want to impact socially, environmentally and develop wealth of remote rural villages in Mexico, allowing us to create shared value with them. 
Through a pilot project that will become solid enough to be replicated, we will create new business opportunities with agave by-products, providing the best tools and know-how for them to live without gaps nor vulnerabilities. 
With this, we will broaden our portfolio by participating in a new spirit’s category, creating a new, trustful, social mezcal brand.",,,,,,,,,,,,,,,,slow_build,0,,[],56e1c3c227cbe_0.JPG,,[],,,,,,0,1,38986,
93449,"SLOW BUILD MODEL",2018-03-05,2018-10-16,291,1970-01-01,2015-01-01,5,1,2,0,1,0,,,5,146,,0,0,,0,,,,,,,,,,,,,,,,,,,slow_build,0,,[],,,[],,,,,,1,1,,5a9d4546bab58_0.png
36400,SMITHWORKS,2016-07-01,2018-10-16,707,2016-03-01,2014-02-01,5,3,2,1,0,1,4,2,4,93,Vodka,0,0,,1,"A viable competitor to Tito’s to steal share long term. Smithworks as a good complement to ABSOLUT within our vodka portfolio.  Some “Heartland states” distributors, that do not have Tito’s, have a strong interest for Smithworks.",,"There is something grounding about getting back to our roots. Introducing a vodka from America’s Heartland, a place where an open door and neighborly hello are simple values that never change.
Our Smithworks team, responsible for this vodka, have been born and bred in this tradition. Impassioned by their mission to see what the Heartland could bring to vodka, they set out on an adventure across the great plains. They sourced all their ingredients locally – no more than a days drive from the Smithworks plant in Fort Smith, Arkansas. ","A corn based vodka, with America's heartland traditionnal values and a unique partner Blake Shelton (10 Million fans in the US) embodying those values.","""LocaI matters, I want a vodka anchored in my land, with heartland traditionnal values""",,"American vodka has grown share 5% in last 5 years.  Premium craft spirits with authentic brand stories tapping into local/American made macro consumer trends. Tap into Tito’s (now selling 3MM cases/year) and other local craft vodkas such as Deep Eddy","Simple serves prepared at home with common mixers ","Off-premise Casuals bars","$2 below Tito's",Tito's," GOLD medal San Francisco International Spirit",5b11a5dd342d1_0.png,5b11a73f76a57_0.png,Depletions/Shipments,"F18 Holiday Campaign","Smithworks is performing at 47% Account Retention v a benchmark of >30-35% set by NBV.  Strong velocity resulting in climbing depletions. Leveraging Blake's social channels unlocks scale and increases engagement.","Smithworks will continue to build on its successes in existing 13 markets while expanding into 8 new states in F19 including TX.  6 year contract with Blake Shelton approved and renewed starting July 1.",slow_build,0,,"[""US""]",5b118aca4cbec_0.jpg,5a8af6be81986_0.png,"[""591d94345ef1b_0.jpg"",""591d9448bbb7e_0.jpg"",""5a2019a9daaec_0.jpg""]",https://www.dropbox.com/s/5efzk8cpdq5iknr/SmithworksVODKA_Udate_1117.mp4?dl=0,,,https://drive.google.com/drive/folders/0B-_YEOoUAGEDVU5yNjBLUjJLNkk,,0,1,38248,
75968,"SMOOTH AMBLER",2017-06-06,2018-10-16,745,2017-02-01,2017-06-06,5,3,2,0,0,1,4,2,5,93,"Non-Scotch Whisky",0,0,,1,"The bourbon category has seen explosive growth in the last few years and Smooth Ambler is a highly respected craft whiskey distiller that puts care into every step of production from grinding their own carefully selected regional grains, to labeling and signing each bottle.",,"This brand was built with the entrepreneurial spirit and integrity of the Smooth Ambler team, which led them from a local WV brand to receiving the award for World's Best Bourbon in 2016.","Smooth Ambler follows the 3 M's: Make, Merchant, and Marry. They distill world-class whiskey. They blend and bottle carefully selected sourced whiskeys. They unite the best part of their sourced and homemade efforts.","Consumers are looking for uncompromised quality and value, as well as transparency in what they consume, which Smooth Ambler openly provides from grain to glass.",,"The bourbon category has been wildly popular for years and has been shifting further into the super premium, craft whiskey space, in which Smooth Ambler can make a significant impact.","Contradiction Old Fashioned","Premium whiskey/cocktail bars",,"Woodford Reserve, Angel's Envy, High West","West Virginia",,,,,,"Expanding distribution, enhancing consumer awareness, and releasing Wheated Bourbon nationally",slow_build,0,,[],5a85bccb1d5b6_0.png,5a8af47e58124_0.png,"[""5b0d8f189d9c0_0.png""]",,,,,,0,1,92666,5b1151ca98378_0.png
66555,"SNAPSTER MOJITO SHOT",2017-05-15,2018-10-16,401,2017-03-05,2016-09-01,7,3,2,0,0,2,,,1,86,RTD/RTS,0,0,,0,"There's suitable Alko tender, existing wet goods, design and bottle type corresponding to tender specifications. Volume possibility.",,"Cocktail flavours on rise. Mojito one of the most preferred flavours. ","Famous cocktail flavour, can be enjoyed either as a chilled shot or as a fresh drink mixed with soda water. ","New fun drink for home parties, easy to enjoy as such or to be mixed. ",,"Spice liqueurs 680 kL. Possibility to take a small share. Home consumption rising.","chilled shot or mixed with soda water","Finnish off-trade",100,"RTDs, liqueurs",n/a,,,,,"Challenging for novelties to keep central allocation in Alko. ","Close follow-up. To be considered if brand could be used for other kinds of products. ",fast_growth,0,,"[""FI""]",5919b99b9ad7e_0.jpg,,[],,,,,,0,1,92664,5a79d7a995ddb_0.png
